gender,age,marital_status,highest_qualification,nationality,ethnicity,gross_income,region,smoke,amt_weekends,amt_weekdays,type
Female,62.0,Widowed,No Qualification,British,White,Refused,South East,No,,,
Female,31.0,Married,GCSE/O Level,British,White,,South East,No,,,
Male,70.0,Married,Other/Sub Degree,English,White,"10,400 to 15,600",South East,No,,,
Male,32.0,Married,No Qualification,British,White,"28,600 to 36,400",South East,No,,,
Female,75.0,Divorced,A Levels,British,White,Refused,South East,No,,,
Male,47.0,Married,Higher/Sub Degree,British,White,"20,800 to 28,600",South East,No,,,
Male,57.0,Married,No Qualification,English,White,"20,800 to 28,600",South East,No,,,
Male,86.0,Widowed,No Qualification,English,White,"5,200 to 10,400",South East,No,,,
Female,32.0,Single,GCSE/O Level,English,White,"2,600 to 5,200",South East,No,,,
Male,46.0,Single,GCSE/O Level,British,White,"10,400 to 15,600",South East,Yes,15.0,15.0,Packets
Male,51.0,Single,No Qualification,English,White,"Under 2,600",South East,Yes,10.0,10.0,Packets
Female,69.0,Married,GCSE/O Level,English,White,"10,400 to 15,600",South East,No,,,
Female,73.0,Married,GCSE/O Level,British,White,"2,600 to 5,200",South East,No,,,
Female,32.0,Single,Higher/Sub Degree,English,White,"15,600 to 20,800",South East,Yes,20.0,20.0,Packets
Female,75.0,Married,GCSE/O Level,English,White,Unknown,South East,No,,,
Female,54.0,Widowed,GCSE/CSE,English,White,"20,800 to 28,600",South East,Yes,25.0,25.0,Packets
Female,51.0,Married,Higher/Sub Degree,English,White,"10,400 to 15,600",South East,No,,,
Female,35.0,Married,Degree,British,White,"10,400 to 15,600",South East,No,,,
Male,38.0,Married,Degree,English,White,"Above 36,400",South East,No,,,
Female,72.0,Married,GCSE/O Level,English,White,"5,200 to 10,400",South East,No,,,
Female,66.0,Married,A Levels,English,White,Refused,South East,No,,,
Female,59.0,Married,GCSE/CSE,English,White,"2,600 to 5,200",South East,No,,,
Male,70.0,Married,Degree,British,White,"20,800 to 28,600",South East,No,,,
Male,44.0,Single,GCSE/CSE,English,White,Refused,South East,No,,,
Female,67.0,Married,GCSE/CSE,English,White,"5,200 to 10,400",South East,No,,,
Male,35.0,Married,GCSE/O Level,English,White,"20,800 to 28,600",South East,No,,,
Female,33.0,Married,GCSE/O Level,English,White,"5,200 to 10,400",South East,No,,,
Male,17.0,Single,GCSE/CSE,English,White,"2,600 to 5,200",South East,No,,,
Female,45.0,Married,GCSE/O Level,British,White,"Under 2,600",South East,No,,,
Female,57.0,Married,GCSE/O Level,British,White,"5,200 to 10,400",South East,No,,,
Female,18.0,Single,A Levels,British,White,"Under 2,600",South East,No,,,
Male,68.0,Separated,A Levels,English,White,"15,600 to 20,800",South East,No,,,
Female,27.0,Single,Higher/Sub Degree,Other,White,"15,600 to 20,800",South East,Yes,12.0,15.0,Hand-Rolled
Female,40.0,Married,GCSE/CSE,British,White,"Under 2,600",South East,Yes,30.0,18.0,Packets
Male,,Single,GCSE/CSE,English,White,"5,200 to 10,400",South East,No,,,
Female,77.0,Married,GCSE/O Level,British,White,"2,600 to 5,200",South East,No,,,
Male,75.0,Married,ONC/BTEC,English,White,"Above 36,400",South East,No,,,
Male,39.0,Married,ONC/BTEC,British,White,"15,600 to 20,800",South East,Yes,15.0,15.0,Packets
Female,21.0,Single,GCSE/O Level,British,White,"2,600 to 5,200",South East,No,,,
Female,59.0,Divorced,Degree,British,White,"5,200 to 10,400",South East,No,,,
Male,27.0,Single,GCSE/CSE,British,White,"20,800 to 28,600",South East,No,,,
Female,67.0,Married,No Qualification,English,White,"2,600 to 5,200",South East,No,,,
Female,50.0,Single,Higher/Sub Degree,English,White,,South East,No,,,
Female,64.0,Divorced,GCSE/O Level,English,White,,South East,No,,,
Female,79.0,Widowed,No Qualification,English,Chinese,"5,200 to 10,400",South East,No,,,
Male,31.0,Single,GCSE/O Level,English,White,"10,400 to 15,600",South East,Yes,10.0,20.0,Both/Mainly Packets
Female,19.0,Single,A Levels,British,Chinese,"10,400 to 15,600",South East,No,,,
Male,42.0,Married,Degree,British,White,"28,600 to 36,400",South East,No,,,
Male,36.0,Married,GCSE/CSE,English,White,"5,200 to 10,400",South East,No,,,
Male,36.0,Married,GCSE/CSE,English,White,"20,800 to 28,600",South East,No,,,
Female,64.0,Widowed,GCSE/O Level,British,White,"2,600 to 5,200",South East,No,,,
Female,53.0,Single,No Qualification,English,White,"5,200 to 10,400",South East,No,,,
Female,39.0,Married,GCSE/CSE,Irish,White,"15,600 to 20,800",South East,Yes,20.0,20.0,Packets
Female,39.0,Married,Degree,English,White,,South East,No,,,
Female,28.0,Married,Degree,British,White,,South East,Yes,7.0,7.0,Packets
Male,81.0,Married,No Qualification,English,White,"5,200 to 10,400",South East,No,,,
Female,79.0,Married,No Qualification,English,White,"Under 2,600",South East,No,,,
Female,72.0,Married,No Qualification,English,White,,South East,No,,,
Female,18.0,Single,GCSE/O Level,English,White,"2,600 to 5,200",South East,Yes,25.0,25.0,Both/Mainly Hand-Rolled
Female,76.0,Married,No Qualification,British,White,"2,600 to 5,200",South East,No,,,
Female,,Widowed,No Qualification,British,White,,South East,Yes,8.0,8.0,Packets
Female,,Single,GCSE/CSE,English,White,"10,400 to 15,600",South East,Yes,20.0,15.0,Packets
Female,42.0,Divorced,GCSE/O Level,English,White,,South East,No,,,
Female,26.0,Single,GCSE/O Level,British,White,,South East,Yes,15.0,15.0,Both/Mainly Packets
Female,19.0,Single,No Qualification,Welsh,White,"2,600 to 5,200",South East,Yes,5.0,5.0,Packets
Female,41.0,Divorced,Other/Sub Degree,Welsh,White,"5,200 to 10,400",South East,Yes,30.0,30.0,Packets
Female,82.0,Widowed,No Qualification,English,White,"5,200 to 10,400",South East,No,,,
Male,36.0,Married,Degree,British,Asian,"15,600 to 20,800",South East,No,,,
Male,47.0,Single,No Qualification,English,White,"5,200 to 10,400",South East,Yes,25.0,25.0,Both/Mainly Hand-Rolled
Male,77.0,Widowed,Other/Sub Degree,Scottish,White,"5,200 to 10,400",South East,No,,,
Female,66.0,Divorced,No Qualification,English,White,"Under 2,600",South East,No,,,
Male,50.0,Divorced,Other/Sub Degree,English,White,"5,200 to 10,400",South East,Yes,15.0,15.0,Hand-Rolled
Female,,Divorced,No Qualification,English,White,"5,200 to 10,400",South East,No,,,
Female,36.0,Married,A Levels,English,White,"Under 2,600",South West,Yes,10.0,0.0,Packets
Male,,Married,No Qualification,Irish,White,Unknown,South West,No,,,
Female,67.0,Married,No Qualification,English,White,"2,600 to 5,200",South West,No,,,
Female,42.0,Single,A Levels,British,White,Refused,South West,No,,,
Female,76.0,Married,No Qualification,British,White,"Under 2,600",South West,No,,,
Female,44.0,Married,Other/Sub Degree,British,White,"15,600 to 20,800",South West,No,,,
Female,75.0,Married,No Qualification,English,White,"2,600 to 5,200",South West,No,,,
Female,24.0,Married,Other/Sub Degree,British,White,"10,400 to 15,600",South West,No,,,
Male,78.0,Married,Other/Sub Degree,English,White,"5,200 to 10,400",South West,No,,,
Female,38.0,Married,ONC/BTEC,British,White,"5,200 to 10,400",South West,No,,,
Male,22.0,Single,Other/Sub Degree,English,White,"5,200 to 10,400",South West,No,,,
Female,62.0,Married,Other/Sub Degree,English,White,"2,600 to 5,200",South West,No,,,
Female,40.0,Divorced,No Qualification,British,White,"5,200 to 10,400",South West,Yes,10.0,5.0,Packets
Male,35.0,Married,Degree,British,White,"20,800 to 28,600",South West,No,,,
Female,45.0,Married,ONC/BTEC,British,White,"5,200 to 10,400",South West,No,,,
Female,,Married,No Qualification,British,White,"2,600 to 5,200",South West,No,,,
Female,53.0,Divorced,Higher/Sub Degree,English,White,"5,200 to 10,400",South West,No,,,
Female,43.0,Divorced,GCSE/O Level,English,White,"10,400 to 15,600",South West,Yes,5.0,0.0,Packets
Female,72.0,Widowed,No Qualification,British,White,"2,600 to 5,200",South West,Yes,3.0,3.0,Packets
Female,72.0,Widowed,No Qualification,English,White,"5,200 to 10,400",South West,No,,,
Female,67.0,Married,Higher/Sub Degree,English,White,"10,400 to 15,600",South West,No,,,
Female,37.0,Divorced,GCSE/O Level,British,White,"5,200 to 10,400",South West,No,,,
Male,38.0,Married,ONC/BTEC,English,White,"10,400 to 15,600",South West,No,,,
Female,39.0,Married,GCSE/O Level,English,White,"10,400 to 15,600",South West,Yes,10.0,6.0,Both/Mainly Packets
Male,64.0,Divorced,No Qualification,English,White,"5,200 to 10,400",South West,No,,,
Male,72.0,Married,No Qualification,English,White,"2,600 to 5,200",South West,No,,,
Male,54.0,Married,GCSE/O Level,English,White,"10,400 to 15,600",South West,Yes,20.0,20.0,Packets
Female,59.0,Widowed,No Qualification,English,White,"5,200 to 10,400",South West,No,,,
Female,50.0,Married,ONC/BTEC,English,White,"10,400 to 15,600",South West,No,,,
Male,33.0,Married,GCSE/O Level,English,White,"Above 36,400",South West,No,,,
Female,45.0,Married,Higher/Sub Degree,English,White,"20,800 to 28,600",South West,No,,,
Female,73.0,Widowed,No Qualification,English,White,"5,200 to 10,400",South West,No,,,
Male,68.0,Married,Degree,British,White,"15,600 to 20,800",South West,No,,,
Female,33.0,Married,GCSE/O Level,British,White,"10,400 to 15,600",South West,No,,,
Female,21.0,Single,ONC/BTEC,British,White,"2,600 to 5,200",South West,No,,,
Female,32.0,Married,Degree,English,White,"20,800 to 28,600",South West,No,,,
Male,37.0,Married,Other/Sub Degree,British,White,"15,600 to 20,800",South West,No,,,
Female,48.0,Single,Degree,English,White,Refused,South West,Yes,10.0,10.0,Hand-Rolled
Male,25.0,Single,No Qualification,British,White,"15,600 to 20,800",South West,Yes,40.0,20.0,Packets
Male,61.0,Married,No Qualification,English,White,"5,200 to 10,400",South West,Yes,30.0,10.0,Hand-Rolled
Female,86.0,Widowed,No Qualification,English,White,"2,600 to 5,200",South West,No,,,
Female,45.0,Married,No Qualification,English,White,"5,200 to 10,400",South West,No,,,
Female,60.0,Divorced,GCSE/O Level,English,White,"10,400 to 15,600",South West,No,,,
Female,40.0,Single,Degree,British,White,"15,600 to 20,800",South West,No,,,
Male,55.0,Married,No Qualification,British,White,Refused,South West,No,,,
Male,53.0,Separated,GCSE/O Level,Welsh,White,"10,400 to 15,600",South West,No,,,
Male,41.0,Married,GCSE/O Level,English,White,"2,600 to 5,200",South West,No,,,
Female,17.0,Single,GCSE/O Level,English,White,"Under 2,600",South West,Yes,20.0,10.0,Both/Mainly Packets
Female,42.0,Divorced,Higher/Sub Degree,English,White,"15,600 to 20,800",South West,No,,,
Male,44.0,Married,GCSE/O Level,English,White,"20,800 to 28,600",South West,No,,,
Female,43.0,Married,A Levels,English,White,"10,400 to 15,600",South West,No,,,
Female,39.0,Married,Other/Sub Degree,Other,White,"2,600 to 5,200",South West,Yes,20.0,20.0,Packets
Male,67.0,Married,No Qualification,English,White,"10,400 to 15,600",South West,No,,,
Female,73.0,Married,No Qualification,British,White,"Under 2,600",South West,No,,,
Female,16.0,Single,GCSE/O Level,English,White,,South West,No,,,
Female,73.0,Widowed,No Qualification,British,White,"10,400 to 15,600",South West,No,,,
Male,52.0,Married,Degree,Scottish,White,"Above 36,400",South West,No,,,
Male,72.0,Single,No Qualification,English,White,"5,200 to 10,400",South West,No,,,
Male,79.0,Married,No Qualification,British,White,"10,400 to 15,600",South West,No,,,
Female,,Widowed,No Qualification,English,White,"2,600 to 5,200",South West,No,,,
Male,27.0,Single,Higher/Sub Degree,English,White,"20,800 to 28,600",South West,Yes,30.0,10.0,Packets
Male,,Divorced,Degree,English,White,"Above 36,400",South West,No,,,
Female,,Divorced,GCSE/O Level,English,White,"5,200 to 10,400",South West,No,,,
Female,21.0,Single,Degree,British,White,"Under 2,600",South West,No,,,
Male,40.0,Married,A Levels,British,White,"Above 36,400",South West,No,,,
Male,,Married,Degree,British,White,"Above 36,400",South West,No,,,
Male,47.0,Married,A Levels,English,White,"Above 36,400",South West,Yes,40.0,40.0,Packets
Female,45.0,Married,Degree,British,White,"5,200 to 10,400",South West,No,,,
Female,95.0,Widowed,No Qualification,British,White,"5,200 to 10,400",South West,No,,,
Male,18.0,Single,A Levels,English,White,"2,600 to 5,200",South West,No,,,
Female,89.0,Widowed,GCSE/O Level,English,White,Unknown,South West,No,,,
Female,82.0,Widowed,No Qualification,English,White,"5,200 to 10,400",South West,No,,,
Male,,Married,A Levels,English,White,"28,600 to 36,400",South West,No,,,
Female,87.0,Widowed,GCSE/O Level,English,White,"5,200 to 10,400",South West,No,,,
Male,30.0,Single,Higher/Sub Degree,English,White,"20,800 to 28,600",South West,Yes,4.0,1.0,Packets
Female,77.0,Widowed,Degree,English,White,"28,600 to 36,400",South West,No,,,
Female,55.0,Divorced,Degree,British,White,"Above 36,400",South West,No,,,
Female,33.0,Married,Degree,British,Asian,"5,200 to 10,400",South West,No,,,
Female,56.0,Married,No Qualification,British,Black,"5,200 to 10,400",South West,No,,,
Female,68.0,Divorced,No Qualification,English,White,"2,600 to 5,200",South West,Yes,15.0,10.0,Packets
Female,73.0,Married,No Qualification,British,White,"2,600 to 5,200",South West,No,,,
Female,66.0,Single,GCSE/O Level,English,White,"10,400 to 15,600",South West,No,,,
Female,73.0,Married,Other/Sub Degree,English,White,"5,200 to 10,400",South West,No,,,
Male,,Married,Higher/Sub Degree,English,White,"20,800 to 28,600",South West,Yes,12.0,0.0,Packets
Male,41.0,Single,No Qualification,Welsh,White,Refused,South West,No,,,
Female,35.0,Married,GCSE/CSE,British,White,"10,400 to 15,600",South West,No,,,
Female,53.0,Married,No Qualification,English,White,"2,600 to 5,200",South West,No,,,
Female,74.0,Divorced,No Qualification,English,White,"5,200 to 10,400",South West,No,,,
Male,46.0,Married,No Qualification,English,White,"10,400 to 15,600",South West,Yes,25.0,25.0,Hand-Rolled
Female,22.0,Single,GCSE/CSE,English,White,"2,600 to 5,200",South West,No,,,
Male,27.0,Married,A Levels,English,White,"15,600 to 20,800",South West,No,,,
Female,71.0,Married,GCSE/O Level,British,White,"5,200 to 10,400",South West,No,,,
Male,78.0,Widowed,Other/Sub Degree,English,White,"5,200 to 10,400",South West,No,,,
Female,38.0,Married,GCSE/O Level,English,White,"5,200 to 10,400",South West,No,,,
Female,31.0,Married,A Levels,British,White,"10,400 to 15,600",South West,No,,,
Female,54.0,Married,Degree,English,White,"2,600 to 5,200",South West,No,,,
Female,31.0,Single,GCSE/CSE,English,White,"10,400 to 15,600",South West,No,,,
Male,53.0,Married,ONC/BTEC,English,Mixed,"Above 36,400",South West,No,,,
Female,36.0,Single,GCSE/O Level,English,White,"2,600 to 5,200",South West,Yes,20.0,20.0,Both/Mainly Packets
Male,41.0,Married,Other/Sub Degree,English,White,"15,600 to 20,800",South West,No,,,
Male,,Widowed,No Qualification,British,White,"5,200 to 10,400",South West,Yes,15.0,12.0,Packets
Female,54.0,Divorced,GCSE/O Level,British,White,"2,600 to 5,200",South West,Yes,10.0,10.0,Packets
Female,72.0,Divorced,No Qualification,British,White,"2,600 to 5,200",South West,No,,,
Male,28.0,Married,Other/Sub Degree,English,White,"20,800 to 28,600",South West,Yes,20.0,20.0,Hand-Rolled
Female,41.0,Separated,GCSE/O Level,British,White,"5,200 to 10,400",South West,Yes,20.0,15.0,Both/Mainly Packets
Female,78.0,Married,No Qualification,English,White,"Under 2,600",South West,No,,,
Male,71.0,Widowed,No Qualification,Welsh,White,"5,200 to 10,400",South West,No,,,
Female,57.0,Married,Other/Sub Degree,English,White,"5,200 to 10,400",South West,No,,,
Male,31.0,Married,GCSE/O Level,British,White,,South West,Yes,1.0,5.0,Packets
Female,64.0,Widowed,No Qualification,Irish,White,,South West,No,,,
Male,65.0,Married,No Qualification,English,White,"5,200 to 10,400",South West,No,,,
Male,61.0,Married,No Qualification,English,White,"5,200 to 10,400",South West,No,,,
Male,33.0,Married,GCSE/CSE,English,White,"20,800 to 28,600",South West,No,,,
Female,60.0,Married,ONC/BTEC,English,White,Refused,South West,Yes,20.0,20.0,Packets
Male,40.0,Married,Higher/Sub Degree,British,White,"15,600 to 20,800",South West,No,,,
Female,68.0,Married,Other/Sub Degree,English,White,"5,200 to 10,400",South West,No,,,
Female,36.0,Married,No Qualification,English,White,"15,600 to 20,800",South West,No,,,
Female,35.0,Married,GCSE/O Level,English,White,"Under 2,600",South West,No,,,
Male,22.0,Single,GCSE/CSE,English,White,"20,800 to 28,600",South West,Yes,20.0,5.0,Packets
Female,43.0,Married,GCSE/CSE,English,White,"2,600 to 5,200",South West,No,,,
Male,84.0,Widowed,No Qualification,English,White,"5,200 to 10,400",South West,No,,,
Female,24.0,Single,No Qualification,British,White,"5,200 to 10,400",South West,No,,,
Male,68.0,Married,No Qualification,English,White,"5,200 to 10,400",South West,Yes,25.0,12.0,Hand-Rolled
Male,35.0,Single,Other/Sub Degree,British,White,"Under 2,600",South West,Yes,10.0,10.0,Packets
Female,51.0,Divorced,Other/Sub Degree,English,White,Unknown,South West,Yes,25.0,25.0,Packets
Male,45.0,Married,ONC/BTEC,British,White,"28,600 to 36,400",South West,No,,,
Female,45.0,Single,No Qualification,English,White,Refused,South West,Yes,5.0,5.0,Packets
Male,71.0,Married,No Qualification,English,White,"10,400 to 15,600",South West,No,,,
Female,47.0,Married,No Qualification,British,White,"5,200 to 10,400",South West,Yes,20.0,15.0,Packets
Female,39.0,Married,Higher/Sub Degree,British,White,"10,400 to 15,600",South West,No,,,
Male,62.0,Married,Higher/Sub Degree,English,White,,South West,No,,,
Female,37.0,Single,Degree,British,White,"15,600 to 20,800",South West,No,,,
Female,71.0,Married,No Qualification,English,White,Refused,South West,No,,,
Male,,Divorced,Degree,English,White,"28,600 to 36,400",South West,No,,,
Female,22.0,Single,GCSE/CSE,British,White,"2,600 to 5,200",South West,Yes,30.0,20.0,Both/Mainly Packets
Male,61.0,Married,No Qualification,English,White,"Under 2,600",South West,No,,,
Male,34.0,Single,GCSE/O Level,British,White,"20,800 to 28,600",South West,Yes,10.0,5.0,Packets
Female,40.0,Separated,Degree,British,White,"Above 36,400",South West,No,,,
Female,27.0,Separated,No Qualification,English,White,"2,600 to 5,200",South West,Yes,20.0,20.0,Both/Mainly Packets
Male,28.0,Single,ONC/BTEC,English,White,"10,400 to 15,600",South West,Yes,12.0,12.0,Packets
Female,28.0,Single,A Levels,British,White,"10,400 to 15,600",South West,No,,,
Male,36.0,Married,GCSE/CSE,English,White,"20,800 to 28,600",South West,Yes,20.0,30.0,Both/Mainly Packets
Female,34.0,Single,GCSE/O Level,English,White,"5,200 to 10,400",South West,Yes,20.0,20.0,Hand-Rolled
Male,19.0,Single,A Levels,English,White,"10,400 to 15,600",South West,No,,,
Female,31.0,Divorced,GCSE/O Level,English,White,"15,600 to 20,800",South West,Yes,20.0,20.0,Packets
Male,49.0,Divorced,No Qualification,English,White,,South West,Yes,20.0,20.0,Hand-Rolled
Male,42.0,Divorced,A Levels,Irish,White,"2,600 to 5,200",South West,Yes,50.0,50.0,Hand-Rolled
Female,38.0,Married,No Qualification,English,White,,South West,No,,,
Male,16.0,Single,No Qualification,English,White,"Under 2,600",South West,Yes,6.0,6.0,Both/Mainly Packets
Male,73.0,Married,No Qualification,British,White,"5,200 to 10,400",South West,No,,,
Male,36.0,Married,GCSE/O Level,English,Asian,"15,600 to 20,800",South West,No,,,
Female,81.0,Married,No Qualification,Welsh,White,"Under 2,600",South West,No,,,
Female,97.0,Widowed,No Qualification,English,White,"10,400 to 15,600",South West,No,,,
Male,38.0,Married,No Qualification,English,White,"10,400 to 15,600",South West,No,,,
Female,,Married,Other/Sub Degree,British,White,"5,200 to 10,400",South West,Yes,12.0,7.0,Packets
Male,79.0,Married,No Qualification,English,White,"5,200 to 10,400",South West,No,,,
Female,76.0,Widowed,No Qualification,English,White,"2,600 to 5,200",South West,Yes,4.0,4.0,Packets
Female,54.0,Widowed,No Qualification,Irish,White,"2,600 to 5,200",Wales,No,,,
Male,59.0,Married,Degree,English,White,"Above 36,400",Wales,No,,,
Male,,Separated,Degree,British,White,"Above 36,400",Wales,No,,,
Male,58.0,Divorced,No Qualification,Welsh,White,"5,200 to 10,400",Wales,Yes,20.0,20.0,Both/Mainly Packets
Male,69.0,Divorced,Degree,Welsh,White,,Wales,No,,,
Male,67.0,Widowed,Degree,Welsh,White,"5,200 to 10,400",Wales,No,,,
Female,76.0,Married,Other/Sub Degree,Welsh,White,Refused,Wales,No,,,
Male,33.0,Married,No Qualification,British,Asian,"5,200 to 10,400",Wales,No,,,
Male,61.0,Separated,No Qualification,Welsh,White,Refused,Wales,Yes,30.0,30.0,Hand-Rolled
Female,82.0,Widowed,No Qualification,Welsh,White,,Wales,No,,,
Male,62.0,Married,No Qualification,Welsh,White,"5,200 to 10,400",Wales,No,,,
Male,66.0,Divorced,No Qualification,Welsh,White,Refused,Wales,No,,,
Female,69.0,Widowed,No Qualification,Welsh,White,"Under 2,600",Wales,No,,,
Female,25.0,Married,No Qualification,Other,Asian,Refused,Wales,No,,,
Male,29.0,Single,Degree,Welsh,White,"20,800 to 28,600",Wales,No,,,
Male,28.0,Married,Degree,British,White,"10,400 to 15,600",Wales,No,,,
Female,52.0,Single,Degree,Other,White,"28,600 to 36,400",Wales,No,,,
Female,81.0,Widowed,No Qualification,Welsh,White,Refused,Wales,No,,,
Female,44.0,Married,GCSE/O Level,Welsh,White,"10,400 to 15,600",Wales,Yes,20.0,20.0,Packets
Female,62.0,Married,GCSE/O Level,Welsh,White,Refused,Wales,No,,,
Male,45.0,Married,No Qualification,Welsh,White,"2,600 to 5,200",Wales,No,,,
Female,71.0,Widowed,No Qualification,Welsh,White,"5,200 to 10,400",Wales,No,,,
Female,72.0,Married,No Qualification,Welsh,White,"2,600 to 5,200",Wales,No,,,
Female,69.0,Widowed,No Qualification,English,White,Unknown,Wales,Yes,15.0,15.0,Packets
Female,72.0,Widowed,No Qualification,Welsh,White,"2,600 to 5,200",Wales,Yes,10.0,10.0,Packets
Male,61.0,Married,No Qualification,Welsh,White,"5,200 to 10,400",Wales,No,,,
Female,,Married,A Levels,British,White,"2,600 to 5,200",Wales,Yes,5.0,2.0,Packets
Female,37.0,Single,Higher/Sub Degree,British,White,"5,200 to 10,400",Wales,Yes,30.0,30.0,Packets
Male,,Single,GCSE/O Level,Welsh,White,"15,600 to 20,800",Wales,Yes,20.0,20.0,Packets
Male,57.0,Married,No Qualification,English,White,"10,400 to 15,600",Wales,No,,,
Male,60.0,Married,GCSE/O Level,Welsh,White,"5,200 to 10,400",Wales,No,,,
Male,38.0,Married,Higher/Sub Degree,Welsh,White,"28,600 to 36,400",Wales,No,,,
Male,74.0,Married,No Qualification,Welsh,White,"5,200 to 10,400",Wales,No,,,
Male,38.0,Married,Higher/Sub Degree,Welsh,White,"10,400 to 15,600",Wales,No,,,
Female,51.0,Divorced,GCSE/O Level,Welsh,White,Refused,Wales,No,,,
Male,68.0,Married,No Qualification,Welsh,White,"2,600 to 5,200",Wales,Yes,15.0,15.0,Hand-Rolled
Male,67.0,Married,Higher/Sub Degree,Welsh,White,"10,400 to 15,600",Wales,No,,,
Male,32.0,Single,GCSE/O Level,Welsh,White,"10,400 to 15,600",Wales,No,,,
Female,,Married,ONC/BTEC,British,Asian,"5,200 to 10,400",Wales,No,,,
Male,53.0,Married,No Qualification,Welsh,White,"15,600 to 20,800",Wales,No,,,
Female,52.0,Divorced,No Qualification,Welsh,Unknown,"5,200 to 10,400",Wales,Yes,5.0,5.0,Packets
Female,21.0,Single,No Qualification,Welsh,White,"2,600 to 5,200",Wales,No,,,
Female,71.0,Divorced,No Qualification,Welsh,White,"5,200 to 10,400",Wales,No,,,
Female,30.0,Married,GCSE/O Level,British,White,"Under 2,600",Wales,No,,,
Male,23.0,Single,GCSE/O Level,Welsh,White,"15,600 to 20,800",Wales,No,,,
Female,28.0,Single,Higher/Sub Degree,Welsh,White,"10,400 to 15,600",Wales,Yes,0.0,1.0,Packets
Female,37.0,Married,GCSE/O Level,Welsh,White,"5,200 to 10,400",Wales,No,,,
Female,84.0,Widowed,No Qualification,Welsh,White,"2,600 to 5,200",Wales,No,,,
Female,61.0,Married,No Qualification,English,White,"2,600 to 5,200",Wales,No,,,
Female,18.0,Single,GCSE/O Level,Welsh,White,"2,600 to 5,200",Wales,No,,,
Female,55.0,Married,GCSE/O Level,English,White,"5,200 to 10,400",Wales,No,,,
Male,52.0,Single,Higher/Sub Degree,British,White,"20,800 to 28,600",Wales,No,,,
Female,46.0,Married,No Qualification,Welsh,White,"2,600 to 5,200",Wales,Yes,25.0,25.0,Packets
Female,46.0,Married,Other/Sub Degree,British,White,"10,400 to 15,600",Wales,No,,,
Male,23.0,Single,No Qualification,Welsh,White,"2,600 to 5,200",Wales,No,,,
Male,58.0,Married,Degree,British,White,"20,800 to 28,600",Wales,No,,,
Male,16.0,Single,GCSE/O Level,Welsh,White,"Under 2,600",Wales,No,,,
Male,71.0,Married,No Qualification,Welsh,White,"15,600 to 20,800",Wales,No,,,
Female,47.0,Married,No Qualification,British,White,"2,600 to 5,200",Wales,Yes,10.0,10.0,Packets
Male,34.0,Married,Degree,Welsh,White,"20,800 to 28,600",Wales,No,,,
Female,55.0,Single,No Qualification,British,White,"Above 36,400",Wales,No,,,
Female,78.0,Widowed,Other/Sub Degree,British,White,"20,800 to 28,600",Wales,No,,,
Male,35.0,Single,No Qualification,Welsh,White,"2,600 to 5,200",Wales,Yes,40.0,40.0,Hand-Rolled
Male,68.0,Married,No Qualification,English,White,"20,800 to 28,600",Wales,No,,,
Male,76.0,Single,No Qualification,British,White,"5,200 to 10,400",Wales,No,,,
Male,28.0,Single,GCSE/CSE,Welsh,White,"10,400 to 15,600",Wales,No,,,
Female,36.0,Divorced,GCSE/CSE,British,White,"5,200 to 10,400",Wales,Yes,20.0,20.0,Both/Mainly Packets
Female,57.0,Divorced,ONC/BTEC,English,White,"5,200 to 10,400",Wales,No,,,
Female,29.0,Single,Higher/Sub Degree,Welsh,White,"10,400 to 15,600",Wales,Yes,20.0,10.0,Both/Mainly Packets
Female,27.0,Single,GCSE/O Level,Welsh,White,,Wales,Yes,5.0,5.0,Packets
Female,64.0,Widowed,No Qualification,English,White,"2,600 to 5,200",Wales,No,,,
Female,89.0,Single,No Qualification,Welsh,White,Refused,Wales,No,,,
Female,26.0,Single,GCSE/CSE,Welsh,White,"2,600 to 5,200",Wales,Yes,15.0,15.0,Packets
Male,27.0,Single,Higher/Sub Degree,Welsh,White,"20,800 to 28,600",Wales,No,,,
Male,66.0,Single,Higher/Sub Degree,English,White,"10,400 to 15,600",Wales,No,,,
Female,84.0,Widowed,No Qualification,British,White,"5,200 to 10,400",Wales,No,,,
Male,41.0,Single,Higher/Sub Degree,British,White,"20,800 to 28,600",Wales,Yes,20.0,12.0,Packets
Male,27.0,Single,Degree,British,White,"15,600 to 20,800",Wales,No,,,
Female,40.0,Divorced,GCSE/O Level,English,White,"10,400 to 15,600",Wales,No,,,
Female,79.0,Widowed,No Qualification,British,White,"10,400 to 15,600",Wales,No,,,
Male,49.0,Married,No Qualification,English,White,,Wales,Yes,20.0,20.0,Packets
Female,79.0,Widowed,No Qualification,British,White,Unknown,Wales,No,,,
Female,54.0,Married,No Qualification,Welsh,White,"Under 2,600",Wales,No,,,
Male,25.0,Single,GCSE/O Level,Scottish,White,"5,200 to 10,400",Scotland,Yes,10.0,10.0,Packets
Female,45.0,Single,Degree,Scottish,White,"28,600 to 36,400",Scotland,Yes,5.0,5.0,Packets
Female,24.0,Single,Degree,Scottish,White,"5,200 to 10,400",Scotland,Yes,5.0,5.0,Packets
Female,54.0,Divorced,No Qualification,Scottish,White,"10,400 to 15,600",Scotland,Yes,20.0,10.0,Packets
Female,78.0,Widowed,No Qualification,Scottish,White,"15,600 to 20,800",Scotland,No,,,
Male,50.0,Married,No Qualification,Scottish,White,"10,400 to 15,600",Scotland,Yes,25.0,25.0,Hand-Rolled
